"ARS-Land","ARS-RB","ARS-Kreis","ARS-VB","ARS-Gem","Gemeindename","Postleitzahl","Laengengrad","Breitengrad","﻿NinaAPICode","Bundesland"
1,0,1,0,0,"Flensburg, Stadt",24937,"9.43751","54.78252",10010000000,"SH"
1,0,2,0,0,"Kiel, Landeshauptstadt",24103,"10.13727","54.321775",10020000000,"SH"
1,0,3,0,0,"Lübeck, Hansestadt",23552,"10.683932","53.866269",10030000000,"SH"
1,0,4,0,0,"Neumünster, Stadt",24534,"9.988422","54.069895",10040000000,"SH"
1,0,51,11,11,"Brunsbüttel, Stadt",25541,"9.13735","53.896932",10510000000,"SH"
1,0,51,44,44,"Heide, Stadt",25746,"9.091156","54.193962",10510000000,"SH"
1,0,51,5163,3,"Averlak",25715,"9.182663","53.941154",10515000000,"SH"
1,0,51,5163,10,"Brickeln",25712,"9.221166","54.00849",10515000000,"SH"
1,0,51,5163,12,"Buchholz",25712,"9.223774","53.987132",10515000000,"SH"
1,0,51,5163,16,"Burg (Dithmarschen)",25712,"9.26246","53.99748",10515000000,"SH"
1,0,51,5163,22,"Dingen",25715,"9.125804","53.960888",10515000000,"SH"
1,0,51,5163,24,"Eddelak",25715,"9.137433","53.945888",10515000000,"SH"
1,0,51,5163,26,"Eggstedt",25721,"9.25927","54.054535",10515000000,"SH"
1,0,51,5163,32,"Frestedt",25727,"9.175759","54.023639",10515000000,"SH"
1,0,51,5163,37,"Großenrade",25712,"9.223435","54.02206",10515000000,"SH"
1,0,51,5163,51,"Hochdonn",25712,"9.293145","54.019564",10515000000,"SH"
1,0,51,5163,64,"Kuden",25712,"9.192822","53.967853",10515000000,"SH"
1,0,51,5163,89,"Quickborn",25712,"9.206618","54.009984",10515000000,"SH"
1,0,51,5163,97,"Sankt Michaelisdonn",25693,"9.122148","53.994438",10515000000,"SH"
1,0,51,5163,110,"Süderhastedt",25727,"9.20886","54.04991",10515000000,"SH"
1,0,51,5166,21,"Diekhusen-Fahrstedt",25709,"9.023165","53.946249",10515000000,"SH"
1,0,51,5166,34,"Friedrichskoog",25718,"8.88014","54.005842",10515000000,"SH"
1,0,51,5166,46,"Helse",25709,"9.010226","53.977556",10515000000,"SH"
1,0,51,5166,57,"Kaiser-Wilhelm-Koog",25709,"8.926364","53.942933",10515000000,"SH"
1,0,51,5166,62,"Kronprinzenkoog",25709,"8.964528","53.97171",10515000000,"SH"
1,0,51,5166,72,"Marne, Stadt",25709,"9.008761","53.953695",10515000000,"SH"
1,0,51,5166,73,"Marnerdeich",25709,"8.982956","53.948483",10515000000,"SH"
1,0,51,5166,76,"Neufeld",25724,"9.019046","53.907224",10515000000,"SH"
1,0,51,5166,77,"Neufelderkoog",25724,"8.968827","53.906958",10515000000,"SH"
1,0,51,5166,90,"Ramhusen",25715,"9.090658","53.941207",10515000000,"SH"
1,0,51,5166,103,"Schmedeswurth",25724,"9.040335","53.926172",10515000000,"SH"
1,0,51,5166,118,"Trennewurth",25693,"9.025792","54.000236",10515000000,"SH"
1,0,51,5166,119,"Volsemenhusen",25693,"9.065625","53.967901",10515000000,"SH"
1,0,51,5169,5,"Barkenholm",25791,"9.174339","54.237387",10515000000,"SH"
1,0,51,5169,8,"Bergewöhrden",25779,"9.209426","54.318469",10515000000,"SH"
1,0,51,5169,19,"Dellstedt",25786,"9.369143","54.237892",10515000000,"SH"
1,0,51,5169,20,"Delve",25788,"9.252365","54.303978",10515000000,"SH"
1,0,51,5169,23,"Dörpling",25794,"9.301925","54.260654",10515000000,"SH"
1,0,51,5169,30,"Fedderingen",25779,"9.132642","54.281144",10515000000,"SH"
1,0,51,5169,35,"Gaushorn",25782,"9.225318","54.194896",10515000000,"SH"
1,0,51,5169,36,"Glüsing",25779,"9.216421","54.274547",10515000000,"SH"
1,0,51,5169,38,"Groven",25774,"8.989147","54.300165",10515000000,"SH"
1,0,51,5169,47,"Hemme",25774,"9.010966","54.28021",10515000000,"SH"
1,0,51,5169,49,"Hennstedt",25779,"9.168248","54.283636",10515000000,"SH"
1,0,51,5169,52,"Hövede",25782,"9.293409","54.243806",10515000000,"SH"
1,0,51,5169,53,"Hollingstedt",25788,"9.226797","54.290548",10515000000,"SH"
1,0,51,5169,58,"Karolinenkoog",25774,"8.965495","54.292554",10515000000,"SH"
1,0,51,5169,60,"Kleve",25779,"9.123229","54.295706",10515000000,"SH"
1,0,51,5169,61,"Krempel",25774,"9.027607","54.320019",10515000000,"SH"
1,0,51,5169,65,"Lehe",25774,"9.025334","54.344168",10515000000,"SH"
1,0,51,5169,68,"Linden",25791,"9.182428","54.252623",10515000000,"SH"
1,0,51,5169,71,"Lunden",25774,"9.024249","54.330568",10515000000,"SH"
1,0,51,5169,80,"Norderheistedt",25779,"9.146139","54.245331",10515000000,"SH"
1,0,51,5169,88,"Pahlen",25794,"9.296387","54.267813",10515000000,"SH"
1,0,51,5169,92,"Rehm-Flehde-Bargen",25776,"9.036287","54.303981",10515000000,"SH"
1,0,51,5169,96,"Sankt Annen",25776,"9.07975","54.345413",10515000000,"SH"
1,0,51,5169,100,"Schalkholz",25782,"9.257028","54.246244",10515000000,"SH"
1,0,51,5169,102,"Schlichting",25779,"9.089378","54.31014",10515000000,"SH"
1,0,51,5169,114,"Tellingstedt",25782,"9.2822","54.219944",10515000000,"SH"
1,0,51,5169,117,"Tielenhemme",25794,"9.398414","54.27746",10515000000,"SH"
1,0,51,5169,120,"Wallen",25788,"9.269563","54.284766",10515000000,"SH"
1,0,51,5169,125,"Welmbüttel",25782,"9.246826","54.196873",10515000000,"SH"
1,0,51,5169,131,"Westerborstel",25782,"9.260601","54.220127",10515000000,"SH"
1,0,51,5169,133,"Wiemerstedt",25779,"9.11111","54.269259",10515000000,"SH"
1,0,51,5169,136,"Wrohm",25799,"9.379505","54.212642",10515000000,"SH"
1,0,51,5169,139,"Süderdorf",25782,"9.343678","54.220732",10515000000,"SH"
1,0,51,5169,141,"Süderheistedt",25779,"9.148463","54.23483",10515000000,"SH"
1,0,51,5172,48,"Hemmingstedt",25770,"9.072111","54.147509",10515000000,"SH"
1,0,51,5172,67,"Lieth",25770,"9.060773","54.15531",10515000000,"SH"
1,0,51,5172,69,"Lohe-Rickelshof",25746,"9.065603","54.187725",10515000000,"SH"
1,0,51,5172,75,"Neuenkirchen",25792,"8.987884","54.235602",10515000000,"SH"
1,0,51,5172,81,"Norderwöhrden",25746,"9.000232","54.192783",10515000000,"SH"
1,0,51,5172,82,"Nordhastedt",25785,"9.182991","54.17205",10515000000,"SH"
1,0,51,5172,87,"Ostrohe",25746,"9.130804","54.214",10515000000,"SH"
1,0,51,5172,107,"Stelle-Wittenwurth",25795,"9.066849","54.254357",10515000000,"SH"
1,0,51,5172,113,"Wöhrden",25797,"8.994508","54.165463",10515000000,"SH"
1,0,51,5172,122,"Weddingstedt",25795,"9.088863","54.239275",10515000000,"SH"
1,0,51,5172,130,"Wesseln",25746,"9.075443","54.208327",10515000000,"SH"
1,0,51,5175,1,"Albersdorf",25767,"9.283995","54.146557",10515000000,"SH"
1,0,51,5175,2,"Arkebek",25767,"9.250362","54.160197",10515000000,"SH"
1,0,51,5175,4,"Bargenstedt",25704,"9.144199","54.095594",10515000000,"SH"
1,0,51,5175,6,"Barlt",25719,"9.058002","54.012444",10515000000,"SH"
1,0,51,5175,15,"Bunsoh",25767,"9.320225","54.165522",10515000000,"SH"
1,0,51,5175,17,"Busenwurth",25719,"9.041298","54.041407",10515000000,"SH"
1,0,51,5175,27,"Elpersbüttel",25704,"9.047156","54.072963",10515000000,"SH"
1,0,51,5175,28,"Epenwöhrden",25704,"9.052894","54.112805",10515000000,"SH"
1,0,51,5175,39,"Gudendorf",25693,"9.1082","54.024736",10515000000,"SH"
1,0,51,5175,54,"Immenstedt",25767,"9.299737","54.180686",10515000000,"SH"
1,0,51,5175,63,"Krumstedt",25727,"9.177954","54.068684",10515000000,"SH"
1,0,51,5175,74,"Meldorf, Stadt",25704,"9.068784","54.090945",10515000000,"SH"
1,0,51,5175,78,"Nindorf",25704,"9.114943","54.086722",10515000000,"SH"
1,0,51,5175,83,"Odderade",25785,"9.190795","54.139384",10515000000,"SH"
1,0,51,5175,85,"Offenbüttel",25767,"9.357994","54.169186",10515000000,"SH"
1,0,51,5175,86,"Osterrade",25767,"9.353264","54.190212",10515000000,"SH"
1,0,51,5175,98,"Sarzbüttel",25785,"9.184027","54.118843",10515000000,"SH"
1,0,51,5175,99,"Schafstedt",25725,"9.293675","54.079915",10515000000,"SH"
1,0,51,5175,104,"Schrum",25782,"9.251667","54.187229",10515000000,"SH"
1,0,51,5175,126,"Wennbüttel",25767,"9.3225","54.138606",10515000000,"SH"
1,0,51,5175,134,"Windbergen",25729,"9.117779","54.044978",10515000000,"SH"
1,0,51,5175,135,"Wolmersdorf",25704,"9.103978","54.077114",10515000000,"SH"
1,0,51,5175,137,"Nordermeldorf",25704,"9.013736","54.112068",10515000000,"SH"
1,0,51,5175,138,"Tensbüttel-Röst",25767,"9.228605","54.105741",10515000000,"SH"
1,0,51,5178,13,"Büsum",25761,"8.859577","54.130341",10515000000,"SH"
1,0,51,5178,14,"Büsumer Deichhausen",25761,"8.890088","54.136175",10515000000,"SH"
1,0,51,5178,33,"Friedrichsgabekoog",25764,"8.941082","54.157516",10515000000,"SH"
1,0,51,5178,43,"Hedwigenkoog",25761,"8.840953","54.177985",10515000000,"SH"
1,0,51,5178,45,"Hellschen-Heringsand-Unterschaar",25764,"8.872882","54.194536",10515000000,"SH"
1,0,51,5178,50,"Hillgroven",25764,"8.874901","54.227921",10515000000,"SH"
1,0,51,5178,79,"Norddeich",25764,"8.899964","54.218049",10515000000,"SH"
1,0,51,5178,84,"Oesterdeichstrich",25761,"8.900566","54.158891",10515000000,"SH"
1,0,51,5178,93,"Reinsbüttel",25764,"8.911057","54.179073",10515000000,"SH"
1,0,51,5178,105,"Schülp",25764,"8.929943","54.241971",10515000000,"SH"
1,0,51,5178,108,"Strübbel",25792,"8.971812","54.260389",10515000000,"SH"
1,0,51,5178,109,"Süderdeich",25764,"8.91131","54.201711",10515000000,"SH"
1,0,51,5178,121,"Warwerort",25761,"8.921723","54.141177",10515000000,"SH"
1,0,51,5178,127,"Wesselburen, Stadt",25764,"8.920686","54.212159",10515000000,"SH"
1,0,51,5178,128,"Wesselburener Deichhausen",25764,"8.937237","54.174947",10515000000,"SH"
1,0,51,5178,129,"Wesselburenerkoog",25764,"8.876475","54.239438",10515000000,"SH"
1,0,51,5178,132,"Westerdeichstrich",25761,"8.863517","54.162006",10515000000,"SH"
1,0,51,5178,140,"Oesterwurth",25764,"8.991292","54.211016",10515000000,"SH"
1,0,53,32,32,"Geesthacht, Stadt",21502,"10.371785","53.433626",10530000000,"SH"
1,0,53,83,83,"Lauenburg/ Elbe, Stadt",21481,"10.554267","53.374189",10530000000,"SH"
1,0,53,90,90,"Mölln, Stadt",23879,"10.691022","53.629521",10530000000,"SH"
1,0,53,100,100,"Ratzeburg, Stadt",23909,"10.774492","53.699024",10530000000,"SH"
1,0,53,116,116,"Schwarzenbek, Stadt",21493,"10.477663","53.502645",10530000000,"SH"
1,0,53,129,129,"Wentorf bei Hamburg",21465,"10.2519","53.491012",10530000000,"SH"
1,0,53,5308,8,"Behlendorf",23919,"10.667846","53.699475",10535000000,"SH"
1,0,53,5308,9,"Berkenthin",23919,"10.638221","53.734488",10535000000,"SH"
1,0,53,5308,11,"Bliestorf",23847,"10.602527","53.768797",10535000000,"SH"
1,0,53,5308,24,"Düchelsdorf",23847,"10.580373","53.737072",10535000000,"SH"
1,0,53,5308,34,"Göldenitz",23919,"10.631501","53.722025",10535000000,"SH"
1,0,53,5308,61,"Kastorf",23847,"10.570134","53.748875",10535000000,"SH"
1,0,53,5308,67,"Klempau",23628,"10.660387","53.762851",10535000000,"SH"
1,0,53,5308,75,"Krummesse",23628,"10.641961","53.780123",10535000000,"SH"
1,0,53,5308,94,"Niendorf bei Berkenthin",23919,"10.626158","53.702417",10535000000,"SH"
1,0,53,5308,103,"Rondeshagen",23919,"10.629717","53.753642",10535000000,"SH"
1,0,53,5308,120,"Sierksrade",23847,"10.600344","53.736555",10535000000,"SH"
1,0,53,5313,2,"Alt-Mölln",23881,"10.658165","53.622775",10535000000,"SH"
1,0,53,5313,5,"Bälau",23881,"10.621739","53.616381",10535000000,"SH"
1,0,53,5313,13,"Borstorf",23881,"10.564234","53.613074",10535000000,"SH"
1,0,53,5313,14,"Breitenfelde",23881,"10.632977","53.605112",10535000000,"SH"
1,0,53,5313,37,"Grambek",23883,"10.68068","53.574025",10535000000,"SH"
1,0,53,5313,56,"Hornbek",21514,"10.648548","53.5589",10535000000,"SH"
1,0,53,5313,84,"Lehmrade",23883,"10.752721","53.5947",10535000000,"SH"
1,0,53,5313,95,"Niendorf/ Stecknitz",23881,"10.609244","53.587228",10535000000,"SH"
1,0,53,5313,113,"Schretstaken",21493,"10.539293","53.586533",10535000000,"SH"
1,0,53,5313,125,"Talkau",21493,"10.568741","53.576852",10535000000,"SH"
1,0,53,5313,134,"Woltersdorf",21516,"10.640176","53.576862",10535000000,"SH"
1,0,53,5318,10,"Besenthal",23899,"10.743239","53.530139",10535000000,"SH"
1,0,53,5318,15,"Bröthen",21514,"10.667034","53.480281",10535000000,"SH"
1,0,53,5318,20,"Büchen",21514,"10.616482","53.480926",10535000000,"SH"
1,0,53,5318,29,"Fitzen",21514,"10.64667","53.493942",10535000000,"SH"
1,0,53,5318,35,"Göttin",21514,"10.70343","53.533746",10535000000,"SH"
1,0,53,5318,46,"Gudow",23899,"10.77219","53.555336",10535000000,"SH"
1,0,53,5318,48,"Güster",21514,"10.680583","53.53952",10535000000,"SH"
1,0,53,5318,64,"Klein Pampau",21514,"10.586656","53.512681",10535000000,"SH"
1,0,53,5318,80,"Langenlehsten",21514,"10.740533","53.499907",10535000000,"SH"
1,0,53,5318,92,"Müssen",21516,"10.562546","53.494346",10535000000,"SH"
1,0,53,5318,104,"Roseburg",21514,"10.624215","53.530505",10535000000,"SH"
1,0,53,5318,115,"Schulendorf",21516,"10.561815","53.47331",10535000000,"SH"
1,0,53,5318,119,"Siebeneichen",21514,"10.618693","53.510828",10535000000,"SH"
1,0,53,5318,126,"Tramm",21516,"10.614693","53.56324",10535000000,"SH"
1,0,53,5318,132,"Witzeeze",21514,"10.610144","53.452652",10535000000,"SH"
1,0,53,5323,3,"Aumühle",21521,"10.313492","53.528598",10535000000,"SH"
1,0,53,5323,12,"Börnsen",21039,"10.285588","53.476743",10535000000,"SH"
1,0,53,5323,23,"Dassendorf",21521,"10.372665","53.488608",10535000000,"SH"
1,0,53,5323,28,"Escheburg",21039,"10.309429","53.46713",10535000000,"SH"
1,0,53,5323,50,"Hamwarde",21502,"10.421397","53.452847",10535000000,"SH"
1,0,53,5323,53,"Hohenhorn",21526,"10.367611","53.475734",10535000000,"SH"
1,0,53,5323,72,"Kröppelshagen-Fahrendorf",21529,"10.315197","53.488589",10535000000,"SH"
1,0,53,5323,131,"Wiershop",21502,"10.451895","53.442501",10535000000,"SH"
1,0,53,5323,133,"Wohltorf",21521,"10.291254","53.517253",10535000000,"SH"
1,0,53,5323,135,"Worth",21502,"10.408431","53.467545",10535000000,"SH"
1,0,53,5343,6,"Basedow",21483,"10.583592","53.416151",10535000000,"SH"
1,0,53,5343,19,"Buchhorst",21481,"10.568335","53.384993",10535000000,"SH"
1,0,53,5343,22,"Dalldorf",21483,"10.610487","53.435521",10535000000,"SH"
1,0,53,5343,58,"Juliusburg",21483,"10.506484","53.41715",10535000000,"SH"
1,0,53,5343,73,"Krüzen",21483,"10.527113","53.401518",10535000000,"SH"
1,0,53,5343,74,"Krukow",21483,"10.478187","53.418864",10535000000,"SH"
1,0,53,5343,82,"Lanze",21483,"10.604387","53.386341",10535000000,"SH"
1,0,53,5343,87,"Lütau",21483,"10.545404","53.435861",10535000000,"SH"
1,0,53,5343,111,"Schnakenbek",21481,"10.50018","53.385426",10535000000,"SH"
1,0,53,5343,128,"Wangelau",21483,"10.546567","53.453726",10535000000,"SH"
1,0,53,5358,1,"Albsfelde",23909,"10.694451","53.679957",10535000000,"SH"
1,0,53,5358,4,"Bäk",23909,"10.787081","53.716345",10535000000,"SH"
1,0,53,5358,16,"Brunsmark",23883,"10.750236","53.617106",10535000000,"SH"
1,0,53,5358,18,"Buchholz",23911,"10.745377","53.731393",10535000000,"SH"
1,0,53,5358,26,"Einhaus",23911,"10.725697","53.714136",10535000000,"SH"
1,0,53,5358,30,"Fredeburg",23909,"10.72727","53.674253",10535000000,"SH"
1,0,53,5358,33,"Giesensdorf",23909,"10.713651","53.688273",10535000000,"SH"
1,0,53,5358,40,"Groß Disnack",23911,"10.69059","53.741974",10535000000,"SH"
1,0,53,5358,41,"Groß Grönau",23627,"10.750476","53.801387",10535000000,"SH"
1,0,53,5358,43,"Groß Sarau",23627,"10.737415","53.771827",10535000000,"SH"
1,0,53,5358,51,"Harmsdorf",23911,"10.725868","53.700407",10535000000,"SH"
1,0,53,5358,54,"Hollenbek",23883,"10.819794","53.592298",10535000000,"SH"
1,0,53,5358,57,"Horst",23883,"10.77065","53.638591",10535000000,"SH"
1,0,53,5358,62,"Kittlitz",23911,"10.918244","53.664141",10535000000,"SH"
1,0,53,5358,66,"Klein Zecher",23883,"10.872803","53.577413",10535000000,"SH"
1,0,53,5358,78,"Kulpin",23911,"10.695812","53.71009",10535000000,"SH"
1,0,53,5358,88,"Mechow",23909,"10.801815","53.717556",10535000000,"SH"
1,0,53,5358,93,"Mustin",23911,"10.886235","53.68453",10535000000,"SH"
1,0,53,5358,98,"Pogeez",23911,"10.729435","53.750929",10535000000,"SH"
1,0,53,5358,102,"Römnitz",23909,"10.768957","53.710121",10535000000,"SH"
1,0,53,5358,107,"Salem",23911,"10.827965","53.656405",10535000000,"SH"
1,0,53,5358,110,"Schmilau",23911,"10.75597","53.664589",10535000000,"SH"
1,0,53,5358,117,"Seedorf",23883,"10.866858","53.619223",10535000000,"SH"
1,0,53,5358,123,"Sterley",23883,"10.817631","53.620115",10535000000,"SH"
1,0,53,5358,136,"Ziethen",23911,"10.809322","53.693695",10535000000,"SH"
1,0,53,5373,7,"Basthorst",21493,"10.47139","53.576616",10535000000,"SH"
1,0,53,5373,17,"Brunstorf",21524,"10.425938","53.491554",10535000000,"SH"
1,0,53,5373,21,"Dahmker",22946,"10.444516","53.587821",10535000000,"SH"
1,0,53,5373,27,"Elmenhorst",21493,"10.537551","53.544876",10535000000,"SH"
1,0,53,5373,31,"Fuhlenhagen",21493,"10.5266","53.572959",10535000000,"SH"
1,0,53,5373,36,"Grabau",21493,"10.519825","53.513609",10535000000,"SH"
1,0,53,5373,42,"Groß Pampau",21493,"10.560301","53.521808",10535000000,"SH"
1,0,53,5373,45,"Grove",21493,"10.492067","53.528123",10535000000,"SH"
1,0,53,5373,47,"Gülzow",21483,"10.490939","53.442249",10535000000,"SH"
1,0,53,5373,49,"Hamfelde",22929,"10.44893","53.597194",10535000000,"SH"
1,0,53,5373,52,"Havekost",21493,"10.473088","53.539918",10535000000,"SH"
1,0,53,5373,59,"Kankelau",21514,"10.56832","53.549311",10535000000,"SH"
1,0,53,5373,60,"Kasseburg",22929,"10.415399","53.567213",10535000000,"SH"
1,0,53,5373,70,"Köthel",22929,"10.510002","53.606936",10535000000,"SH"
1,0,53,5373,71,"Kollow",21527,"10.458784","53.463155",10535000000,"SH"
1,0,53,5373,76,"Kuddewörde",22958,"10.401901","53.587291",10535000000,"SH"
1,0,53,5373,89,"Möhnsen",21493,"10.469197","53.559974",10535000000,"SH"
1,0,53,5373,91,"Mühlenrade",21493,"10.48775","53.595838",10535000000,"SH"
1,0,53,5373,106,"Sahms",21493,"10.532723","53.525807",10535000000,"SH"
1,0,53,5391,25,"Duvensee",23898,"10.568351","53.693029",10535000000,"SH"
1,0,53,5391,38,"Grinau",23847,"10.549505","53.775447",10535000000,"SH"
1,0,53,5391,39,"Groß Boden",23847,"10.452871","53.752722",10535000000,"SH"
1,0,53,5391,44,"Groß Schenkenberg",23860,"10.56488","53.793492",10535000000,"SH"
1,0,53,5391,68,"Klinkrade",23898,"10.55033","53.716092",10535000000,"SH"
1,0,53,5391,69,"Koberg",23881,"10.52596","53.639594",10535000000,"SH"
1,0,53,5391,77,"Kühsen",23898,"10.615824","53.682661",10535000000,"SH"
1,0,53,5391,79,"Labenz",23898,"10.524596","53.708352",10535000000,"SH"
1,0,53,5391,81,"Lankau",23881,"10.665636","53.667879",10535000000,"SH"
1,0,53,5391,85,"Linau",22959,"10.46755","53.643933",10535000000,"SH"
1,0,53,5391,86,"Lüchow",23898,"10.529518","53.690744",10535000000,"SH"
1,0,53,5391,96,"Nusse",23896,"10.575979","53.65908",10535000000,"SH"
1,0,53,5391,97,"Panten",23896,"10.61977","53.664571",10535000000,"SH"
1,0,53,5391,99,"Poggensee",23896,"10.579484","53.640102",10535000000,"SH"
1,0,53,5391,101,"Ritzerau",23896,"10.567545","53.663003",10535000000,"SH"
1,0,53,5391,108,"Sandesneben",23898,"10.496793","53.68797",10535000000,"SH"
1,0,53,5391,109,"Schiphorst",23847,"10.461627","53.708361",10535000000,"SH"
1,0,53,5391,112,"Schönberg",22929,"10.433054","53.677154",10535000000,"SH"
1,0,53,5391,114,"Schürensöhlen",23847,"10.47204","53.763455",10535000000,"SH"
1,0,53,5391,118,"Siebenbäumen",23847,"10.525162","53.749557",10535000000,"SH"
1,0,53,5391,121,"Sirksfelde",23898,"10.509773","53.66533",10535000000,"SH"
1,0,53,5391,122,"Steinhorst",23847,"10.48343","53.719989",10535000000,"SH"
1,0,53,5391,124,"Stubben",23847,"10.43068","53.732928",10535000000,"SH"
1,0,53,5391,127,"Walksfelde",23896,"10.575101","53.631901",10535000000,"SH"
1,0,53,5391,130,"Wentorf (Amt Sandesneben)",23898,"10.474911","53.67663",10535000000,"SH"
1,0,53,9105,105,"Sachsenwald (Forstgutsbez.),gemfr.Geb.",21521,"10.373262","53.530995",10539000000,"SH"
1,0,54,33,33,"Friedrichstadt, Stadt",25840,"9.087943","54.37346",10540000000,"SH"
1,0,54,56,56,"Husum, Stadt",25813,"9.057178","54.477143",10540000000,"SH"
1,0,54,108,108,"Reußenköge",25821,"8.883096","54.620428",10540000000,"SH"
1,0,54,138,138,"Tönning, Stadt",25832,"8.941868","54.31662",10540000000,"SH"
1,0,54,168,168,"Sylt",25980,"8.30875","54.90786",10540000000,"SH"
1,0,54,5417,35,"Garding, Kirchspiel",25836,"8.78356","54.317383",10545000000,"SH"
1,0,54,5417,36,"Garding, Stadt",25836,"8.778217","54.327962",10545000000,"SH"
1,0,54,5417,40,"Grothusenkoog",25836,"8.759033","54.302739",10545000000,"SH"
1,0,54,5417,63,"Katharinenheerd",25836,"8.828074","54.335199",10545000000,"SH"
1,0,54,5417,72,"Kotzenbüll",25832,"8.907487","54.333778",10545000000,"SH"
1,0,54,5417,90,"Norderfriedrichskoog",25870,"8.893583","54.400271",10545000000,"SH"
1,0,54,5417,95,"Oldenswort",25870,"8.942989","54.372281",10545000000,"SH"
1,0,54,5417,100,"Osterhever",25836,"8.765219","54.385302",10545000000,"SH"
1,0,54,5417,104,"Poppenbüll",25836,"8.761168","54.361585",10545000000,"SH"
1,0,54,5417,113,"Sankt Peter-Ording",25826,"8.640495","54.302281",10545000000,"SH"
1,0,54,5417,134,"Tating",25881,"8.708512","54.325497",10545000000,"SH"
1,0,54,5417,135,"Tetenbüll",25882,"8.828234","54.352013",10545000000,"SH"
1,0,54,5417,140,"Tümlauer Koog",25881,"8.689757","54.348337",10545000000,"SH"
1,0,54,5417,145,"Vollerwiek",25836,"8.794694","54.290681",10545000000,"SH"
1,0,54,5417,148,"Welt",25836,"8.79406","54.302402",10545000000,"SH"
1,0,54,5417,150,"Westerhever",25881,"8.67563","54.382315",10545000000,"SH"
1,0,54,5439,46,"Hörnum (Sylt)",25997,"8.287218","54.756098",10545000000,"SH"
1,0,54,5439,61,"Kampen (Sylt)",25999,"8.342294","54.955508",10545000000,"SH"
1,0,54,5439,78,"List auf Sylt",25992,"8.436183","55.020026",10545000000,"SH"
1,0,54,5439,149,"Wenningstedt-Braderup (Sylt)",25996,"8.319785","54.931063",10545000000,"SH"
1,0,54,5453,3,"Ahrenviöl",25885,"9.206895","54.531254",10545000000,"SH"
1,0,54,5453,4,"Ahrenviölfeld",25885,"9.274084","54.534607",10545000000,"SH"
1,0,54,5453,11,"Behrendorf",25850,"9.22759","54.562059",10545000000,"SH"
1,0,54,5453,13,"Bondelum",25850,"9.26682","54.556555",10545000000,"SH"
1,0,54,5453,41,"Haselund",25855,"9.182961","54.591683",10545000000,"SH"
1,0,54,5453,57,"Immenstedt",25885,"9.162503","54.541449",10545000000,"SH"
1,0,54,5453,79,"Löwenstedt",25864,"9.174887","54.621612",10545000000,"SH"
1,0,54,5453,92,"Norstedt",25884,"9.129313","54.588429",10545000000,"SH"
1,0,54,5453,101,"Oster-Ohrstedt",25885,"9.227445","54.514539",10545000000,"SH"
1,0,54,5453,118,"Schwesing",25813,"9.134622","54.493899",10545000000,"SH"
1,0,54,5453,123,"Sollwitt",25884,"9.228482","54.594606",10545000000,"SH"
1,0,54,5453,144,"Viöl",25884,"9.180557","54.568875",10545000000,"SH"
1,0,54,5453,152,"Wester-Ohrstedt",25885,"9.190063","54.507226",10545000000,"SH"
1,0,54,5459,39,"Gröde",25869,"8.717443","54.631686",10545000000,"SH"
1,0,54,5459,50,"Hallig Hooge",25859,"8.550938","54.566389",10545000000,"SH"
1,0,54,5459,74,"Langeneß",25863,"8.594129","54.637917",10545000000,"SH"
1,0,54,5459,103,"Pellworm",25849,"8.686238","54.518632",10545000000,"SH"
1,0,54,5488,5,"Alkersum",25938,"8.511244","54.708245",10545000000,"SH"
1,0,54,5488,15,"Borgsum",25938,"8.460009","54.699989",10545000000,"SH"
1,0,54,5488,25,"Dunsum",25938,"8.414572","54.730715",10545000000,"SH"
1,0,54,5488,83,"Midlum",25938,"8.518625","54.714878",10545000000,"SH"
1,0,54,5488,85,"Nebel",25946,"8.353658","54.650612",10545000000,"SH"
1,0,54,5488,87,"Nieblum",25938,"8.489439","54.691947",10545000000,"SH"
1,0,54,5488,89,"Norddorf auf Amrum",25946,"8.332935","54.679638",10545000000,"SH"
1,0,54,5488,94,"Oevenum",25938,"8.530541","54.710109",10545000000,"SH"
1,0,54,5488,98,"Oldsum",25938,"8.447735","54.732075",10545000000,"SH"
1,0,54,5488,129,"Süderende",25938,"8.439339","54.725601",10545000000,"SH"
1,0,54,5488,143,"Utersum",25938,"8.407243","54.714455",10545000000,"SH"
1,0,54,5488,158,"Witsum",25938,"8.44106","54.698516",10545000000,"SH"
1,0,54,5488,160,"Wittdün auf Amrum",25946,"8.392971","54.626534",10545000000,"SH"
1,0,54,5488,163,"Wrixum",25938,"8.549002","54.699012",10545000000,"SH"
1,0,54,5488,164,"Wyk auf Föhr, Stadt",25938,"8.567212","54.691093",10545000000,"SH"
1,0,54,5489,1,"Achtrup",25917,"9.028319","54.788981",10545000000,"SH"
1,0,54,5489,9,"Aventoft",25927,"8.822142","54.901249",10545000000,"SH"
1,0,54,5489,16,"Bosbüll",25899,"8.860437","54.822786",10545000000,"SH"
1,0,54,5489,17,"Braderup",25923,"8.890308","54.835624",10545000000,"SH"
1,0,54,5489,18,"Bramstedtlund",25926,"9.08724","54.840025",10545000000,"SH"
1,0,54,5489,22,"Dagebüll",25899,"8.706381","54.730209",10545000000,"SH"
1,0,54,5489,27,"Ellhöft",25923,"8.957598","54.888824",10545000000,"SH"
1,0,54,5489,34,"Friedrich-Wilhelm-Lübke-Koog",25924,"8.631939","54.862372",10545000000,"SH"
